,alpha,value
0,0.8,3.4738918515907544
0,0.81,3.5080982711687754
0,0.8200000000000001,3.54212613435141
0,0.8300000000000001,3.5759768903429934
0,0.8400000000000001,3.6096519869653436
0,0.8500000000000001,3.6431528752947564
0,0.8600000000000001,3.676481016205635
0,0.8700000000000001,3.7096378898488824
0,0.8800000000000001,3.7426250097791796
0,0.8900000000000001,3.7754439446913066
0,0.9000000000000001,3.8080963530942524
0,0.9100000000000001,3.8405840409881558
0,0.9200000000000002,3.8729090626741747
0,0.9300000000000002,3.905073907832995
0,0.9400000000000002,3.9370818755229795
0,0.9500000000000002,3.9689378967880877
0,0.9600000000000002,4.0006505909489105
0,0.9700000000000002,4.032238434176768
0,0.9800000000000002,4.0637544333504705
0,0.9900000000000002,4.095458842195512
